Node,AS_Path_Access_Lists,Authentication_Key_Chains,Community_Match_Exprs,Community_Set_Exprs,Community_Set_Match_Exprs,Community_Sets,Configuration_Format,DNS_Servers,DNS_Source_Interface,Default_Cross_Zone_Action,Default_Inbound_Action,Domain_Name,Hostname,IKE_Phase1_Keys,IKE_Phase1_Policies,IKE_Phase1_Proposals,IP6_Access_Lists,IP_Access_Lists,IPsec_Peer_Configs,IPsec_Phase2_Policies,IPsec_Phase2_Proposals,Interfaces,Logging_Servers,Logging_Source_Interface,NTP_Servers,NTP_Source_Interface,PBR_Policies,Route6_Filter_Lists,Route_Filter_Lists,Routing_Policies,SNMP_Source_Interface,SNMP_Trap_Servers,TACACS_Servers,TACACS_Source_Interface,VRFs,Zones
th_router,[],[],[],[],[],[],CISCO_IOS,[],,PERMIT,PERMIT,lab.devnetsandbox.local,th_router,[],[],[],[],[],[],[],[],"['GigabitEthernet1', 'GigabitEthernet2', 'GigabitEthernet3', 'Loopback0', 'Loopback10', 'Loopback11', 'Loopback12', 'Loopback13', 'Loopback14', 'Loopback100', 'Loopback102']",['192.0.2.20'],,"['192.0.2.10', '192.0.2.11']",,[],[],[],['~RESOLUTION_POLICY~'],,[],['sandboxtacacs'],,"['Mgmt-vrf', 'default']",[]
